search_id,trip_index,received_date,received_ms,departure_odate,departure_ms,return_odate,return_ms,major_carrier_id,highest_cabin_class
1d4c9674-9cae-3173-94c0-9239321af1ce,23,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,AA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,25,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,AA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,32,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,AA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,34,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,AA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,41,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,AA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,47,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,AC,E
1d4c9674-9cae-3173-94c0-9239321af1ce,56,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,UA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,69,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,UA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,93,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,UA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,95,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,UA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,108,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,UA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,124,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,AA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,139,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,AA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,144,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,AA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,145,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,AA,E
1d4c9674-9cae-3173-94c0-9239321af1ce,174,4/21/16,1.46E+12,1/18/17,1.48E+12,1/25/17,1.49E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,0,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,6,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,9,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,11,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,16,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,20,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,43,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,60,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,63,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,71,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,86,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,88,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,93,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,99,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,102,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,117,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,122,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,132,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,139,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,140,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,142,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,149,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,153,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,156,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,158,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,159,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,AA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,177,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,189,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
f110cf88-73cc-3d48-aa04-213eb03a05e4,197,4/21/16,1.46E+12,8/25/16,1.47E+12,8/30/16,1.47E+12,UA,E
beb846b3-38d9-3851-a92e-29e85908d919,24,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,UA,E
beb846b3-38d9-3851-a92e-29e85908d919,33,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,UA,E
beb846b3-38d9-3851-a92e-29e85908d919,37,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,UA,E
beb846b3-38d9-3851-a92e-29e85908d919,41,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,59,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,B6,E
beb846b3-38d9-3851-a92e-29e85908d919,77,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,UA,E
beb846b3-38d9-3851-a92e-29e85908d919,80,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,UA,E
beb846b3-38d9-3851-a92e-29e85908d919,91,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,96,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,100,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,UA,E
beb846b3-38d9-3851-a92e-29e85908d919,131,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,UA,E
beb846b3-38d9-3851-a92e-29e85908d919,137,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,139,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,140,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,152,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,153,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,158,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,175,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,184,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,189,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,191,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
beb846b3-38d9-3851-a92e-29e85908d919,197,4/21/16,1.46E+12,5/25/16,1.46E+12,5/31/16,1.46E+12,AA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,2,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,6,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,15,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,18,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,24,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,25,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,26,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,33,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,34,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,42,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,44,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,AA,F
9edd10f9-283d-3112-9caa-5743376fe4a9,52,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,AA,F
9edd10f9-283d-3112-9caa-5743376fe4a9,53,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,AA,F
9edd10f9-283d-3112-9caa-5743376fe4a9,67,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,73,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,81,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,89,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,90,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,93,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,95,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,122,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,128,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,129,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,131,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,144,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,154,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,159,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,163,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,168,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,172,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,177,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
9edd10f9-283d-3112-9caa-5743376fe4a9,180,4/21/16,1.46E+12,5/27/16,1.46E+12,5/30/16,1.46E+12,UA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,1,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,UA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,3,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,UA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,4,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,UA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,6,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,UA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,25,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,UA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,40,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,42,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,43,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,51,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,57,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,74,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,79,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,86,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,92,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,120,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,126,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,128,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,129,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,134,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,UA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,162,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,174,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,187,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,UA,E
d7f8b1b9-da6f-3b42-b9a4-3b56ae243c72,195,4/21/16,1.46E+12,5/18/16,1.46E+12,5/31/16,1.46E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,4,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AM,E
c372daaf-f06e-3477-9dea-da31099ba972,31,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,UA,E
c372daaf-f06e-3477-9dea-da31099ba972,50,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,56,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,63,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,73,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,84,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,110,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,119,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,120,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,UA,E
c372daaf-f06e-3477-9dea-da31099ba972,130,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,146,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,155,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,156,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,161,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,180,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,192,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
c372daaf-f06e-3477-9dea-da31099ba972,197,4/21/16,1.46E+12,5/30/16,1.46E+12,6/4/16,1.47E+12,AA,E
b1d9ad96-9948-3330-8305-24cdd07bd465,2,4/21/16,1.46E+12,5/9/16,1.46E+12,5/15/16,1.46E+12,UA,E
b1d9ad96-9948-3330-8305-24cdd07bd465,16,4/21/16,1.46E+12,5/11/16,1.46E+12,5/15/16,1.46E+12,UA,E
b1d9ad96-9948-3330-8305-24cdd07bd465,38,4/21/16,1.46E+12,5/14/16,1.46E+12,5/17/16,1.46E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,8,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,11,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,44,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,46,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,56,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,59,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,68,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,73,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,78,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,81,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,89,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,105,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,128,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,146,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,156,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,161,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
f6352f1f-35f1-31c9-9869-c3395a9e16a5,174,4/21/16,1.46E+12,10/8/16,1.48E+12,10/15/16,1.48E+12,AA,E
eac16537-faab-3200-81e7-403eba2b5364,91,4/21/16,1.46E+12,8/18/16,1.47E+12,8/25/16,1.47E+12,UA,E
eac16537-faab-3200-81e7-403eba2b5364,96,4/21/16,1.46E+12,8/18/16,1.47E+12,8/25/16,1.47E+12,UA,E
eac16537-faab-3200-81e7-403eba2b5364,97,4/21/16,1.46E+12,8/18/16,1.47E+12,8/25/16,1.47E+12,UA,E
eac16537-faab-3200-81e7-403eba2b5364,134,4/21/16,1.46E+12,8/18/16,1.47E+12,8/25/16,1.47E+12,AA,E
eac16537-faab-3200-81e7-403eba2b5364,136,4/21/16,1.46E+12,8/18/16,1.47E+12,8/25/16,1.47E+12,AA,E
eac16537-faab-3200-81e7-403eba2b5364,143,4/21/16,1.46E+12,8/18/16,1.47E+12,8/25/16,1.47E+12,AA,E
eac16537-faab-3200-81e7-403eba2b5364,144,4/21/16,1.46E+12,8/18/16,1.47E+12,8/25/16,1.47E+12,AA,E
e5f5b4c1-fd4e-3f4b-9ce3-e22881d0af9a,11,4/21/16,1.46E+12,9/21/16,1.47E+12,9/27/16,1.47E+12,AA,E
